X,Y,Signal Strength,Signal Quality,Network
67.08444696,24.9097905,24.5,Good,Telenor
67.08293879,24.90860354,31,Great,Telenor
67.08309637,24.90874521,17.33333333,Moderate,Telenor
67.08503627,24.91070033,29.45454545,Great,Telenor
67.18928014,24.87673116,26.18181818,Good,Jazz
67.17618358,24.87945352,30.88,Great,Jazz
67.17627082,24.87940565,31,Great,Jazz
67.17633638,24.87904828,29.35294118,Great,Jazz
67.17745807,24.87955678,22.71428571,Good,Jazz
67.1734694,24.88420012,28.625,Great,Jazz
67.1488237,24.88145855,21.08333333,Good,Jazz
67.15187126,24.87794262,31,Great,Jazz
67.15187304,24.87796965,31,Great,Jazz
67.14787508,24.87890265,30.88888889,Great,Jazz
67.14931714,24.87900901,31,Great,Jazz
67.15207645,24.88121123,25.61904762,Good,Telenor
67.18190367,24.87431048,25.5,Good,Telenor
67.13922129,24.91348506,18.90909091,Moderate,Telenor
67.13703229,24.91686392,31,Great,Telenor
67.14011578,24.93010658,31,Great,Telenor
67.14034875,24.92796257,26.66666667,Good,Telenor
67.13415535,24.92193451,26.58333333,Good,Telenor
67.13644395,24.92550823,21.44,Good,Telenor
67.12829622,24.9259859,17.35294118,Moderate,Telenor
67.11088477,24.95477741,16,Moderate,Telenor
67.10353103,24.94913861,23,Good,Telenor
67.09452307,24.9430737,30.88888889,Great,Telenor
67.10745803,24.94661647,26.04545455,Good,Telenor
67.10809204,24.94594819,22.09090909,Good,Telenor
67.12175835,24.92875767,22.75,Good,Jazz
67.14254492,24.8767744,28.25,Great,Telenor
67.14262086,24.87667735,28.5,Great,Telenor
67.17031626,24.87813825,31,Great,Telenor
67.15925909,24.88017841,10.5,Bad,Telenor
67.15846066,24.88020389,24.5,Good,Telenor
67.15787096,24.88014736,19.5,Moderate,Telenor
67.16243106,24.87619305,24.77777778,Good,Telenor
67.18271751,24.8805974,29.22222222,Great,Telenor
67.1831482,24.87975219,14.85714286,Bad,Telenor
67.15336236,24.96206752,31,Great,Telenor
67.14579822,24.97467507,26.57142857,Good,Telenor
67.33813611,24.85744524,22.8,Good,Jazz
67.33835571,24.85742911,31,Great,Jazz
67.3386188,24.85707367,31,Great,Jazz
67.33906496,24.85632479,31,Great,Jazz
67.16970929,24.82018276,31,Great,Telenor
67.17086093,24.8204772,28.16666667,Great,Telenor
67.13828166,24.9570572,21,Good,Telenor
67.21573871,24.92975356,22.52173913,Good,Telenor
67.09960439,24.83920794,8.583333333,No Coverage,Telenor
67.01812246,24.87263686,31,Great,Telenor
67.01852468,24.86678457,31,Great,Telenor
67.01831875,24.87050106,27.625,Great,Telenor
67.01834029,24.87051977,28,Great,Telenor
67.0194795,24.87395872,28.54545455,Great,Telenor
67.01964858,24.8741168,30.625,Great,Telenor
67.01962841,24.87409671,31,Great,Telenor
67.01840105,24.87290999,14.14285714,Bad,Telenor
67.02175944,24.87442425,29.77777778,Great,Telenor
67.02181698,24.87434929,30,Great,Telenor
67.01659449,24.86668648,24.4,Good,Telenor
67.01321201,24.86301273,30.69230769,Great,Telenor
67.03135055,24.87572759,25.46153846,Good,Telenor
67.03428153,24.87292631,27.75,Great,Telenor
67.15712662,24.81027979,26,Good,Telenor
67.0699829,24.92495487,28.125,Great,Telenor
67.15746247,24.87937544,24.9047619,Good,Telenor
67.15749232,24.87937549,26,Good,Telenor
67.14499118,24.84767219,30,Great,Telenor
67.14147006,24.85061999,23.77777778,Good,Telenor
67.14146357,24.8506465,25.25,Good,Telenor
67.14441239,24.84876938,24.55555556,Good,Telenor
67.10705616,24.85005275,27.33333333,Great,Telenor
67.11804262,24.83259733,31,Great,Telenor
67.16702993,24.85089307,26.5,Good,Telenor
67.16732349,24.86508535,16.42857143,Moderate,Telenor
67.15841033,24.85238204,31,Great,Telenor
67.14272943,24.84779631,23.06451613,Good,Telenor
67.13596306,24.84860664,28.85714286,Great,Telenor
67.13483492,24.85045824,29.5,Great,Telenor
67.13460778,24.85148889,29.33333333,Great,Telenor
67.13394678,24.8502754,25.33333333,Good,Telenor
67.05138226,24.87792186,31,Great,Jazz
67.05025109,24.87611341,27.41666667,Great,Jazz
67.04869211,24.86966015,31,Great,Jazz
67.04007984,24.87950119,24.88888889,Good,Jazz
67.04003068,24.87966627,9.333333333,Bad,Jazz
67.04363346,24.86445505,24.33333333,Good,Telenor
67.0507337,24.88318753,25,Good,Jazz
67.05194341,24.88273895,20.8,Moderate,Telenor
67.0418857,24.8787967,10.6,Bad,Jazz
67.05362551,24.88329322,30,Great,Jazz
67.04031742,24.86110987,20.33333333,Moderate,Telenor
67.05303015,24.86549563,28.875,Great,Jazz
67.05190781,24.88035554,31,Great,Telenor
67.05381145,24.88245166,24.84,Good,Telenor
67.04953353,24.87514339,25.66666667,Good,Telenor
67.04886284,24.87417826,24.67567568,Good,Telenor
67.04508775,24.8767958,12,Bad,Telenor
67.04149375,24.87997735,19.8,Moderate,Telenor
67.04404929,24.88106858,21.63636364,Good,Telenor
67.04797212,24.88274153,28.875,Great,Telenor
67.04874048,24.88440177,30.32258065,Great,Telenor
67.048916,24.88212336,27.77777778,Great,Telenor
67.04999838,24.88399797,26.14285714,Good,Telenor
67.05166726,24.8820786,19.0625,Moderate,Telenor
67.05091541,24.88162481,31,Great,Telenor
67.0519493,24.88414935,31,Great,Telenor
67.05083506,24.88439095,26.88888889,Good,Telenor
67.05080976,24.88437577,28,Great,Telenor
67.05172683,24.88486561,31,Great,Telenor
67.05147057,24.88469378,28.67857143,Great,Telenor
67.0547261,24.88396641,19.5,Moderate,Telenor
67.05258261,24.88660147,20.375,Moderate,Telenor
67.05459723,24.89711813,29.4,Great,Telenor
67.05495792,24.89607935,29.81818182,Great,Telenor
67.05493352,24.8960948,17,Moderate,Telenor
67.05880889,24.89519788,31,Great,Telenor
67.05864756,24.89693342,15.5,Moderate,Telenor
67.05833793,24.8938983,31,Great,Telenor
67.04921048,24.86071219,31,Great,Telenor
67.04984947,24.86110887,24.75,Good,Telenor
67.05081433,24.86616745,31,Great,Telenor
67.05129439,24.86599451,31,Great,Telenor
67.05060709,24.86622625,30.75,Great,Telenor
67.06509912,24.90049196,31,Great,Telenor
67.06612275,24.8996547,14,Bad,Telenor
67.06763718,24.90418732,28.2,Great,Telenor
67.06840089,24.90370504,29,Great,Telenor
67.01482203,24.86786725,20.25,Moderate,Telenor
67.0367439,24.87859581,31,Great,Telenor
67.01524405,24.86755494,24.09090909,Good,Telenor
66.98657827,24.98815544,11.75,Bad,Telenor
66.98738656,24.98838035,31,Great,Telenor
66.98785993,24.98854162,15.42857143,Moderate,Telenor
66.98799785,24.98805832,17.11111111,Moderate,Telenor
67.01425262,24.94149216,30.57575758,Great,Telenor
67.04116968,24.9724122,29.5,Great,Telenor
67.04068361,24.97103921,19.25,Moderate,Telenor
66.980649,24.84493713,27.08333333,Great,Telenor
67.02966734,24.87419312,31,Great,Telenor
66.99086322,24.90696282,20,Moderate,Telenor
67.15926423,24.80952788,31,Great,Telenor
67.16970096,24.83713964,25,Good,Telenor
66.96974353,24.90672802,18.33333333,Moderate,Telenor
66.97126982,24.91044975,22,Good,Telenor
66.97146486,24.90930447,16,Moderate,Telenor
66.97148144,24.90932682,18,Moderate,Telenor
66.96945015,24.90783312,23.54545455,Good,Telenor
66.97200484,24.90793442,24.9,Good,Telenor
66.97080427,24.90633508,18.71428571,Moderate,Telenor
66.97140477,24.90706823,21.6,Good,Telenor
66.97078748,24.90631284,19,Moderate,Telenor
66.97185756,24.90547675,27.25,Great,Telenor
66.97188387,24.90546394,25.4,Good,Telenor
66.96938592,24.90630158,19.10344828,Moderate,Telenor
66.97128464,24.91047326,16.46666667,Moderate,Telenor
66.94907358,24.92739558,28.57142857,Great,Telenor
66.9444841,24.92087518,26,Good,Telenor
66.94516439,24.9255029,17,Moderate,Telenor
66.9463637,24.92331953,31,Great,Telenor
66.94134649,24.91960684,27,Great,Telenor
66.9455975,24.92312527,25.66666667,Good,Telenor
66.9458404,24.92316959,31,Great,Telenor
66.94445431,24.92086381,21.875,Good,Telenor
66.94250245,24.92214282,28.78571429,Great,Telenor
66.94100739,24.92090273,27.14285714,Great,Telenor
66.9405684,24.91728634,19.15,Moderate,Telenor
66.98437139,24.95064569,29.66666667,Great,Jazz
67.01417525,24.94157485,27.33333333,Great,Jazz
67.01531428,24.94205925,30.42857143,Great,Jazz
67.01279281,24.9408605,30.16666667,Great,Jazz
67.02545839,24.87120595,26.35714286,Good,Jazz
67.03694573,24.87647897,31,Great,Jazz
67.03493215,24.88030482,27.71428571,Great,Jazz
67.03448686,24.88381754,22.42105263,Good,Jazz
67.02942918,24.87866601,31,Great,Jazz
67.02377478,24.86643067,23.4,Good,Jazz
67.02880831,24.87408384,18.75,Moderate,Jazz
67.02700579,24.87175107,24.81818182,Good,Jazz
67.02055759,24.87918704,31,Great,Jazz
67.02122801,24.8783947,30.35714286,Great,Jazz
67.01968729,24.87913799,31,Great,Jazz
67.0212788,24.88121501,24.71428571,Good,Jazz
67.01958791,24.88074803,24.77777778,Good,Jazz
67.02174556,24.88133895,28.22222222,Great,Jazz
67.03248916,24.87503216,21,Good,Jazz
67.0367718,24.87518644,14.6,Bad,Jazz
67.03646294,24.84182313,28,Great,Jazz
67.24979479,24.9244369,22,Good,Telenor
67.01612755,24.85952611,31,Great,Jazz
67.02638505,24.86217148,31,Great,Jazz
67.02231413,24.86208371,16.75,Moderate,Jazz
67.03493069,24.84478998,27,Great,Jazz
67.02232653,24.86207714,16.66666667,Moderate,Jazz
67.01951246,24.86032209,30.875,Great,Telenor
67.01945886,24.86029854,29.4,Great,Telenor
67.01846426,24.85990357,28.125,Great,Telenor
67.01597137,24.84143871,28.77777778,Great,Telenor
67.0317066,24.85657307,30.5,Great,Telenor
67.01575052,24.8499374,17,Moderate,Telenor
67.05020899,24.84896531,31,Great,Telenor
67.05206806,24.85027753,26.33333333,Good,Telenor
67.01985252,24.85824879,27,Great,Telenor
67.01711217,24.85486436,24.36363636,Good,Telenor
67.00579598,24.85373718,31,Great,Jazz
67.00588867,24.85350053,10.06666667,Bad,Jazz
67.00373217,24.85256596,28.58823529,Great,Jazz
67.01655886,24.84076893,24.28571429,Good,Jazz
67.01331156,24.85778745,30.30769231,Great,Jazz
67.02292815,24.85250152,30.88888889,Great,Jazz
67.04878741,24.85427245,29,Great,Jazz
67.04804559,24.85549724,31,Great,Jazz
67.04767177,24.85628942,29.8,Great,Jazz
67.04745482,24.85459221,26.5,Good,Jazz
67.05051253,24.85304296,25.16666667,Good,Jazz
67.0163084,24.85785125,19.06060606,Moderate,Jazz
67.15709209,24.87885085,24.4375,Good,Telenor
67.15672351,24.87607654,21.81818182,Good,Telenor
67.08720343,24.88556427,31,Great,Jazz
67.08396753,24.84554873,24.66666667,Good,Telenor
67.07799425,24.85522995,24.8,Good,Telenor
67.06926833,24.86150227,15.27272727,Moderate,Jazz
67.0577371,24.85902112,17.48148148,Moderate,Telenor
67.05949922,24.86185314,26.28571429,Good,Telenor
67.06146359,24.85129482,31,Great,Telenor
67.06603651,24.85428906,26.33333333,Good,Telenor
67.08736629,24.84585953,31,Great,Telenor
67.05821014,24.84776695,24.86363636,Good,Telenor
67.06097197,24.85950972,30.88235294,Great,Telenor
67.08283721,24.86775439,27.21428571,Great,Telenor
67.11402135,24.88299226,29.27777778,Great,Telenor
67.11203834,24.88188817,31,Great,Telenor
67.0820429,24.86871782,27.25,Great,Telenor
67.07960785,24.96754244,27.33333333,Great,Telenor
67.07960917,24.96751534,29.5,Great,Telenor
67.08047813,24.96756134,31,Great,Telenor
67.07909781,24.97579202,20.5,Moderate,Telenor
67.05095571,24.96901339,27.91666667,Great,Telenor
67.05131792,24.96884059,24.9,Good,Telenor
67.05007074,24.96631397,31,Great,Jazz
67.07511399,24.96785991,25.2,Good,Jazz
67.05229863,24.96701216,28.13333333,Great,Jazz
67.05045259,24.97040585,27.07142857,Great,Jazz
67.07940899,24.97077807,31,Great,Jazz
67.08033831,24.97265147,31,Great,Jazz
67.07926683,24.97280407,14.88888889,Bad,Jazz
67.07113358,24.97666158,31,Great,Jazz
67.0754271,24.96940598,29,Great,Jazz
67.08111453,24.97591946,26,Good,Jazz
67.0501004,24.96631551,30.84615385,Great,Jazz
67.05074756,24.96644569,14.57142857,Bad,Jazz
67.09318443,24.92704119,31,Great,Telenor
67.11435413,24.8371367,31,Great,Telenor
67.07377568,24.90783949,31,Great,Telenor
67.09255439,24.91240079,29.23076923,Great,Telenor
67.00389936,24.85764154,31,Great,Telenor
67.10044281,24.83770784,14.82352941,Bad,Telenor
67.04774752,24.90955102,28.44444444,Great,Telenor
67.03200728,24.89565595,29.66666667,Great,Telenor
67.04400513,24.91258196,17.33333333,Moderate,Telenor
67.04220416,24.91223384,19.46153846,Moderate,Telenor
67.05662493,24.9110385,31,Great,Telenor
67.04784109,24.90620907,29.17647059,Great,Telenor
67.04642655,24.95812328,20.2,Moderate,Telenor
67.0458098,24.8999386,25,Good,Telenor
67.05009767,24.90890452,18,Moderate,Telenor
66.97754483,24.84811337,28.73333333,Great,Telenor
67.07647077,24.9678524,21.4,Good,Jazz
67.07118332,24.97241689,28.125,Great,Jazz
67.07633143,24.97268768,29.14285714,Great,Jazz
67.07525813,24.97263119,24.85714286,Good,Jazz
67.07511532,24.96783314,25.71428571,Good,Jazz
67.0723692,24.96804341,31,Great,Jazz
67.06820907,24.97076852,28.125,Great,Telenor
67.06765235,24.97074394,20.7,Moderate,Jazz
67.07004301,24.97110878,23.88888889,Good,Jazz
67.08265735,24.97248145,30.14285714,Great,Jazz
67.0842426,24.97285116,24.9,Good,Jazz
67.07913113,24.97535094,26.75,Good,Jazz
67.05850064,24.9905788,31,Great,Jazz
67.06152615,24.98960544,29.44827586,Great,Jazz
67.0495306,24.84870739,31,Great,Jazz
67.0475884,24.86999207,31,Great,Jazz
67.01871106,24.85561941,31,Great,Telenor
67.01258864,24.84234908,28.14285714,Great,Telenor
67.04783072,24.8535854,23.6,Good,Telenor
67.02073441,24.84038534,18.5,Moderate,Telenor
67.02008789,24.84502633,31,Great,Telenor
67.05652395,24.94416138,23.5,Good,Telenor
67.07369466,24.84701671,31,Great,Telenor
67.01870081,24.84786551,31,Great,Telenor
67.01729838,24.84794695,31,Great,Telenor
67.01788925,24.85525017,31,Great,Telenor
67.0473441,24.8571244,13,Bad,Telenor
67.01394549,24.85506678,26.71428571,Good,Telenor
67.01397531,24.85506838,22.25,Good,Telenor
67.01400513,24.8550696,31,Great,Telenor
67.30944622,24.8363336,10.4,Bad,Jazz
67.06643753,24.79249141,24.41176471,Good,Jazz
67.0664589,24.79251105,20.42857143,Moderate,Jazz
67.06673931,24.7925567,22.33333333,Good,Jazz
67.06689831,24.79243218,21.84615385,Good,Jazz
67.06707794,24.79221597,23.5,Good,Jazz
67.06557089,24.79147429,24.35714286,Good,Jazz
67.06748419,24.7925325,29.6,Great,Jazz
67.06737366,24.79262795,25.625,Good,Jazz
67.06734975,24.79264546,23.14285714,Good,Jazz
67.0448655,24.94449272,31,Great,Telenor
67.06047602,24.84697721,24.27272727,Good,Jazz
67.06301607,24.84859708,31,Great,Jazz
67.07851794,24.84772164,17.72727273,Moderate,Jazz
67.08011807,24.84535093,31,Great,Jazz
67.08352794,24.84444159,23.75,Good,Jazz
67.08395803,24.84375673,23.42857143,Good,Jazz
67.08104666,24.8516466,28.84848485,Great,Jazz
67.08314198,24.84852275,21.54545455,Good,Jazz
67.08253403,24.8547046,26.375,Good,Jazz
67.08305271,24.84889331,22.22580645,Good,Jazz
67.08004466,24.8461351,29.66666667,Great,Telenor
67.06381152,24.85348318,24.08333333,Good,Jazz
67.08017337,24.8441542,24.625,Good,Jazz
67.08291926,24.85384358,24.25,Good,Telenor
67.08503017,24.846799,28.66666667,Great,Jazz
67.08673031,24.84798455,31,Great,Jazz
67.08778893,24.84817035,20.9,Moderate,Jazz
67.06223717,24.85377252,29.33333333,Great,Jazz
67.08519143,24.84617324,26.80952381,Good,Jazz
67.06297747,24.85462303,31,Great,Jazz
67.00105126,24.93612246,26.5,Good,Jazz
66.99357038,24.9437868,31,Great,Jazz
66.9942796,24.99204819,30.85714286,Great,Jazz
66.98879137,24.9515781,21.75,Good,Telenor
66.98643992,24.95131532,27.875,Great,Jazz
66.98600282,24.95532675,31,Great,Telenor
66.98529825,24.95693738,30.85714286,Great,Jazz
66.98390668,24.95651662,29.25,Great,Jazz
66.98442372,24.95937441,17.5,Moderate,Jazz
66.98482315,24.95155748,25.85714286,Good,Jazz
66.98696888,24.95309792,24.75,Good,Telenor
66.98874559,24.95418216,31,Great,Jazz
66.9869477,24.9531169,24.75,Good,Telenor
66.98613797,24.95247683,23.76923077,Good,Jazz
66.98629713,24.95380964,24.75,Good,Telenor
66.98839512,24.95396519,27.53846154,Great,Jazz
66.99574968,24.94399049,29,Great,Jazz
66.9924458,24.94975664,29,Great,Telenor
66.99695366,24.943026,28.66666667,Great,Telenor
67.00364608,24.94139544,23.23076923,Good,Jazz
67.00366995,24.94137934,23.66666667,Good,Jazz
67.00293494,24.9449977,25.71428571,Good,Jazz
67.01393316,24.94420208,28,Great,Jazz
67.01212746,24.94367799,21.66666667,Good,Jazz
67.01601981,24.94944278,31,Great,Jazz
67.00532404,24.94817706,31,Great,Jazz
67.00292437,24.94304913,30.875,Great,Jazz
66.98440947,24.97414427,30.91666667,Great,Jazz
66.9851866,24.97428179,31,Great,Jazz
67.00140541,24.94626962,21.75,Good,Telenor
66.9993998,24.94873057,20.25,Moderate,Jazz
66.98434628,24.98773278,26.83333333,Good,Jazz
66.98230859,24.98952184,31,Great,Jazz
66.98749042,24.99144668,31,Great,Jazz
66.99363417,24.97819969,25.81818182,Good,Jazz
66.99375635,24.97728249,25.875,Good,Jazz
66.99388146,24.97637064,23.7,Good,Jazz
67.00870272,24.94530425,28,Great,Jazz
67.01405599,24.94870503,31,Great,Jazz
67.01406968,24.94867942,31,Great,Jazz
67.00867704,24.94531962,28.23076923,Great,Jazz
66.99279526,24.92782824,31,Great,Jazz
66.994261,24.9276204,31,Great,Jazz
66.99423162,24.92762459,16.36363636,Moderate,Jazz
66.99484334,24.92775872,27,Great,Telenor
66.9943394,24.92634413,27.25,Great,Telenor
66.99416905,24.92608486,27,Great,Telenor
66.99542765,24.92636827,29.5,Great,Telenor
66.99215532,24.92775608,26,Good,Telenor
67.00387821,24.94666018,30.125,Great,Jazz
67.00524713,24.94054863,27,Great,Jazz
67.00454598,24.9393905,23.63636364,Good,Jazz
67.17418433,24.8163333,27,Great,Telenor
67.0509286,24.84455528,31,Great,Telenor
67.0496171,24.82901163,31,Great,Telenor
67.04963216,24.82898788,30.92857143,Great,Telenor
67.06769975,24.84070887,14.33333333,Bad,Telenor
67.01236041,24.85257298,29.25,Great,Jazz
67.06306679,24.82381825,16.6875,Moderate,Telenor
67.04782546,24.8587879,31,Great,Jazz
67.07591745,24.82232421,19.41666667,Moderate,Telenor
67.04460607,24.79114075,10,Bad,Telenor
67.17163448,24.81066749,27.63636364,Great,Telenor
67.07287627,24.81991913,24.05555556,Good,Telenor
67.06345528,24.80096794,17.16666667,Moderate,Telenor
67.07499524,24.90841309,12.76923077,Bad,Telenor
67.07329942,24.9076754,25.75,Good,Telenor
67.07682018,24.91025352,26.33333333,Good,Telenor
67.0987868,24.93229305,9.923076923,Bad,Telenor
67.09026883,24.92857323,22.5,Good,Telenor
67.10042794,24.93020461,9.285714286,Bad,Zong
67.09073674,24.90590716,30.47368421,Great,Telenor
67.10367411,24.9234296,31,Great,Telenor
67.09678618,24.91939343,21.66666667,Good,Telenor
67.09551733,24.92678459,26.6875,Good,Telenor
67.09360907,24.92343647,27.5,Great,Telenor
67.07924175,24.90543126,28.76190476,Great,Telenor
67.09291982,24.916718,29.09090909,Great,Telenor
67.08969196,24.92092462,13.44444444,Bad,Telenor
67.10236184,24.92054837,27,Great,Telenor
67.10986232,24.91021867,31,Great,Telenor
67.10181554,24.93123286,25,Good,Zong
67.09245423,24.89554272,8.8,No Coverage,Telenor
67.06883674,24.90551205,28.69230769,Great,Zong
67.0998225,24.93190608,31,Great,Telenor
67.10084203,24.93812783,30.72222222,Great,Zong
67.04699848,24.79186473,23.8,Good,Telenor
67.04678807,24.79202207,12.75,Bad,Telenor
67.04653471,24.80887961,27.5,Great,Telenor
67.07140009,24.82957342,20.16666667,Moderate,Telenor
67.0904038,24.77671699,22.3,Good,Telenor
67.08907582,24.77765601,19.33333333,Moderate,Telenor
67.0721807,24.79853438,20.5,Moderate,Telenor
67.05295541,24.82186604,31,Great,Telenor
67.10412476,24.83069005,16.25,Moderate,Telenor
67.09573055,24.9989041,30.69230769,Great,Jazz
66.98144292,24.86383316,31,Great,Telenor
66.9814737,24.86284088,31,Great,Jazz
66.99015275,24.85973108,17,Moderate,Telenor
66.99034984,24.8580856,14,Bad,Telenor
67.03542896,24.96225672,26,Good,Telenor
66.97972114,24.92365811,14.33333333,Bad,Telenor
66.98023323,24.9229495,31,Great,Telenor
66.9799457,24.92277867,30.4,Great,Telenor
67.02131987,24.95002831,26.375,Good,Telenor
67.01998834,24.95036945,20,Moderate,Telenor
66.97030254,24.94496755,27.66666667,Great,Telenor
66.98604008,24.86614141,27,Great,Telenor
66.98742054,24.85929474,31,Great,Telenor
66.98874212,24.86439451,28.14285714,Great,Telenor
66.98856833,24.86711323,31,Great,Telenor
67.00221232,24.85915774,29,Great,Telenor
66.9822005,24.91968677,31,Great,Telenor
66.9792704,24.91654508,27,Great,Telenor
66.98078821,24.9232139,20.6,Moderate,Telenor
66.97924993,24.91652528,28.875,Great,Telenor
67.01425296,24.93961372,31,Great,Telenor
67.02422563,24.94192834,31,Great,Telenor
66.97817335,24.92283171,20.75,Moderate,Telenor
66.98886378,24.9171422,27.71428571,Great,Telenor
66.98728056,24.92017781,20.6,Moderate,Telenor
66.98894975,24.91701522,27.28571429,Great,Telenor
66.98471195,24.92171053,20,Moderate,Telenor
66.98736109,24.92029134,11,Bad,Telenor
67.01794119,24.93961374,25.33333333,Good,Telenor
67.01403928,24.93942972,31,Great,Telenor
67.01272565,24.94013339,26.5,Good,Telenor
67.01551926,24.93722825,19.66666667,Moderate,Telenor
67.01780725,24.94062755,27.33333333,Great,Telenor
67.01492012,24.93628488,23.875,Good,Telenor
67.01333517,24.93978832,28.14285714,Great,Telenor
67.01584415,24.93769059,23.5,Good,Telenor
67.01797024,24.9396081,24.5,Good,Telenor
67.04644954,24.94204849,28.5,Great,Jazz
67.08227751,24.964196,18.26086957,Moderate,Telenor
67.06216055,24.9182164,15.4,Moderate,Telenor
67.19045308,24.9111202,15.5,Moderate,Telenor
67.1877583,24.9074667,25.71428571,Good,Telenor
67.19420991,24.90278425,13,Bad,Telenor
67.19092636,24.90865411,21.6,Good,Telenor
67.19344382,24.90392909,20.75,Moderate,Telenor
67.19211572,24.90213688,24.2,Good,Telenor
67.18723858,24.91163234,16,Moderate,Telenor
67.18895403,24.9117452,17.33333333,Moderate,Telenor
67.18757714,24.90951443,20,Moderate,Telenor
67.18776443,24.90935746,16.81818182,Moderate,Telenor
67.18375817,24.90863138,25.94736842,Good,Telenor
67.19561948,24.90659995,29.33333333,Great,Telenor
66.99985614,24.84880849,31,Great,Telenor
67.00269262,24.84598169,31,Great,Telenor
67.00272049,24.84758809,29.92857143,Great,Telenor
67.01343401,24.85123746,22.75,Good,Telenor
67.0180461,24.85117756,26.7,Good,Telenor
67.03686999,24.84608976,21.36363636,Good,Telenor
67.03269136,24.85291074,31,Great,Telenor
67.00100169,24.85047805,10.6,Bad,Telenor
67.02379502,24.86126043,19.23076923,Moderate,Telenor
67.02341388,24.86072289,20.27777778,Moderate,Telenor
67.02065877,24.85780681,30.57142857,Great,Telenor
67.02068533,24.85781908,30.71428571,Great,Telenor
67.0200753,24.86196516,31,Great,Telenor
67.01637616,24.85531426,26.5,Good,Telenor
67.02393123,24.85755815,22.16666667,Good,Telenor
67.03629161,24.84626476,28.92307692,Great,Telenor
67.02271108,24.86354243,31,Great,Telenor
67.17453732,24.96811081,25.6,Good,Telenor
67.09474235,24.90526306,20.27272727,Moderate,Telenor
67.08277458,24.97164715,20.875,Moderate,Telenor
67.06885387,24.98267058,30.6875,Great,Telenor
67.06795773,24.98254357,31,Great,Telenor
67.06877103,24.98432369,28.5,Great,Telenor
67.06795789,24.98251646,31,Great,Telenor
67.08243561,24.97603276,28.33333333,Great,Telenor
67.08379489,24.97423226,22.5,Good,Telenor
67.08325469,24.97011839,22.14285714,Good,Telenor
67.05628133,24.96836835,23.6875,Good,Telenor
67.06890069,24.98064269,29.11111111,Great,Telenor
67.06737771,24.98023281,20.15384615,Moderate,Telenor
67.07024661,24.96937068,27.5,Great,Telenor
67.07023882,24.96819159,23.55555556,Good,Telenor
67.06822493,24.96692538,21.64285714,Good,Telenor
67.07191212,24.97012203,31,Great,Telenor
67.07571046,24.98419381,21.57142857,Good,Telenor
67.0746138,24.97761605,24.66666667,Good,Telenor
67.10874284,24.83177585,25,Good,Jazz
67.07448178,24.98410739,19.83333333,Moderate,Telenor
67.07455563,24.97872883,18.2,Moderate,Telenor
67.07446186,24.98023076,30.625,Great,Telenor
67.07448047,24.98407881,21.4,Good,Telenor
67.07455734,24.9787008,24.14285714,Good,Telenor
67.07618849,24.98438888,18.5,Moderate,Telenor
67.08121804,24.97076244,28.5,Great,Telenor
67.11160193,25.01681292,14.5,Bad,Telenor
67.05359365,24.9807883,31,Great,Telenor
67.0538715,24.98271509,31,Great,Telenor
67.10760486,24.91858251,25,Good,Telenor
67.09970911,24.93728024,31,Great,Telenor
67.11180357,25.01691767,21.16666667,Good,Telenor
67.11278015,25.01799278,25.9,Good,Telenor
67.110206,25.01492087,20.8,Moderate,Telenor
67.06543038,24.79122212,31,Great,Telenor
67.06535402,24.79071627,31,Great,Telenor
67.06587158,24.78875197,27.6,Great,Telenor
67.06661642,24.78953564,26,Good,Telenor
67.06219239,24.78629759,31,Great,Telenor
67.06232797,24.78505206,22.25,Good,Telenor
67.06730463,24.79409787,21.63636364,Good,Telenor
67.06739688,24.7936922,29.15384615,Great,Telenor
67.06677348,24.79310886,25.25,Good,Telenor
67.06667748,24.79317928,30.07692308,Great,Telenor
67.06665593,24.79319812,22.33333333,Good,Telenor
67.05103032,24.79689522,30,Great,Telenor
67.05037371,24.79583241,30.91666667,Great,Telenor
67.05022025,24.79614479,31,Great,Telenor
67.05032064,24.79614932,31,Great,Telenor
67.05027096,24.79609906,30,Great,Telenor
67.05072519,24.79631514,29,Great,Telenor
67.050903,24.79650605,28,Great,Telenor
67.04974725,24.79518639,22.85714286,Good,Telenor
67.04967511,24.79504718,26.1,Good,Telenor
67.05001503,24.79557077,27.71428571,Great,Telenor
67.04961764,24.79550693,13.5,Bad,Telenor
67.04963302,24.79517834,22.8,Good,Telenor
67.04941481,24.79493388,23.625,Good,Telenor
67.04952077,24.79493364,21.22222222,Good,Telenor
67.06638069,24.79348215,28.63157895,Great,Telenor
67.07208577,24.91983104,31,Great,Telenor
67.06676005,24.79365482,23.25,Good,Telenor
67.0657049,24.79385343,28.25,Great,Telenor
67.07684597,24.91703367,28.5,Great,Telenor
67.06988629,24.92118959,24.66666667,Good,Telenor
67.07470821,24.91830206,31,Great,Telenor
67.07741616,24.91546398,20.75,Moderate,Telenor
67.07724554,24.91660292,18.66666667,Moderate,Telenor
67.07682749,24.91668059,17,Moderate,Telenor
67.07605136,24.9161595,27.9,Great,Telenor
67.07670882,24.91546714,27,Great,Telenor
67.07625705,24.91548101,28.5,Great,Telenor
67.07761391,24.91644139,16.25,Moderate,Telenor
67.0700398,24.92148491,15.57142857,Moderate,Telenor
67.07532003,24.91748436,25.4,Good,Telenor
67.0753085,24.91745926,12.38095238,Bad,Telenor
